p̰	-	t̰	ts̰	t̠ʃ̰		k̰ʷ	q̰	q̰ʷ	7/8	0.6926324262179251
	-		s̰			-			1/7	0.7191948173406411
	ɬ		s	ʃ		xʷ	χ	χʷ	6/9	0.6449372864869596
p		t		t̠ʃ	k	kʷ	q	qʷ	7/9	0.9241233389536399
2/4	1/2	2/4	3/4	3/4	1/4	3/3	3/4	3/4
0.767009770182515	0.7344277510625804	0.9367127258316402	0.6580840405491342	0.9999518516685921	0.832128616707396	1.0	0.9989006264596504	0.9944446679073297
