b	d̪	dz	ɖ	ɟʝ	ɡ	6/6	1.0
		s	ʂ	ç		3/6	0.5714722043933073
p		ts	ʈ	cç	k	5/6	0.9295504282519854
2/3	1/3	3/3	3/3	3/3	2/3
0.8421922259973105	0.25059800413856903	1.0	1.0	1.0	0.8686670143906876
