b	d			ɡ	3/5	0.8824176542838404
v		z		ʁ	3/5	0.7977844290550352
p	t	ts		k	4/5	0.904506250501403
f		s	ʃ	x	4/5	0.8988828031064121
4/4	2/4	3/4	1/4	4/4
1.0	0.9036894656578184	0.9302895585623174	0.2775099702673414	1.0
