b	d				2/5	0.5743009801414842
		s			1/5	0.5142826382807456
p	t	t̠ʃ	tʲ	k	5/5	1.0
	tʼ	t̠ʃʼ		kʼ	3/5	0.8402403215502928
2/4	3/4	3/4	1/4	2/4
0.7790991222198043	0.9254308940822884	0.8819689033256705	0.34161358237103545	0.6325011844575799
