b		d̠ʒ	ɟ	ɡ	4/5	0.6634690068429139
v	z				2/5	0.6294323424226164
p	t	t̠ʃ		k	4/5	0.9620311920727893
f	s	ʃ			3/5	0.8046624503249764
4/4	3/4	3/4	1/4	2/4
1.0	0.8063126930215296	0.9236936179361749	0.3701374002906325	0.8208175339725856
