b	d̪	d̪z̪	d̠ʒ	ɡb	ɡ	6/6	1.0
		z̪	ʒ	-		2/5	0.42575258488079143
	t̪	t̪s̪	t̠ʃ	kp	k	5/6	0.7945490500337028
f		s̪	ʃ	-		3/5	0.7333620897600109
2/4	2/4	4/4	4/4	2/2	2/4
0.4221826116144503	0.9338995941744446	1.0	1.0	1.0	0.8231799477121992
