b	dz	d	d̠ʒ	ɡ	5/5	1.0
v	z		ʒ	ɣ	4/5	0.9236242080318701
p	ts	t	t̠ʃ	k	5/5	1.0
f	s	θ	ʃ		4/5	0.8018677361309872
4/4	4/4	3/4	4/4	3/4
1.0	1.0	0.9804820093604522	1.0	0.8754418110200178
