	z	zˤ	ʒ	ɣ	ʕ	5/6	0.7281702010968399
f	s	sˤ	ʃ	x	ħ	6/6	1.0
1/2	2/2	2/2	2/2	2/2	2/2
0.6630955642992665	1.0	1.0	1.0	1.0	1.0
