b	d̪	d̪ˤ	ɡ		ɟ	5/6	0.9818362415782619
	t̪	t̪ˤ	k	q		4/6	0.6993227203902358
	z̪	z̪ˤ		ʁ	ʒ	4/6	0.7070734805847442
f	s̪			χ	ʃ	4/6	0.9305655675269626
2/4	4/4	3/4	2/4	3/4	3/4
0.42232238171219566	1.0	0.7476151490779779	0.8629198650392045	0.9193250017660627	0.8570131284516349
