	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;spreadGlottis:-	b	d	ɡ	3/3	1.0
periodicGlottalSource:-;spreadGlottis:-	p	t	k	3/3	1.0
periodicGlottalSource:-;spreadGlottis:+	pʰ	tʰ		2/3	0.5945492732319059
	3/3	3/3	2/3
	1.0	1.0	0.8778662622651932
