b	d	ɖ	ɟʝ	ɡ	5/5	1.0
	s				1/5	0.6151940048522523
p	t	ʈ	cç	k	5/5	1.0
2/3	3/3	2/3	2/3	2/3
0.8421922259973105	1.0	0.9801431128847967	0.8821472665701419	0.8686670143906876
