	p		t	t̠ʃ	tʷ	-		k	kʷ	6/9	0.9974799351176319
bʷ		-	d	d̠ʒ	dʷ	-	bʲ	ɡ	ɡʷ	7/8	0.7278174694808156
	β	-				-				1/8	0.2618096571886911
mbʷ	mb		nd	n̠d̠ʒ	ndʷ			ŋɡ	ŋɡʷ	7/10	0.9875194063766443
	mp		nt	n̠t̠ʃ	ntʷ	n̠t̠ʃʷ		ŋk		6/10	0.9708690128409647
	f	ns	s	ʃ	sʷ				ʃʷ	6/10	0.8094423789291812
2/6	5/6	1/4	5/6	5/6	5/6	1/3	1/6	4/6	4/6
0.3693255240123047	0.7476388616415152	0.08477078123657243	0.9424427732657811	0.9237006830345553	0.8801061793849978	0.24999999999999967	0.15230380486194806	0.8233405106151497	0.946362098364442
