b	d̪	d̠ʒ	ɡ	4/4	1.0
v	z	ʒ		3/4	0.7516856091295739
p	t̪	t̠ʃ	k	4/4	1.0
f	s	ʃ		3/4	0.7923720569150011
4/4	4/4	4/4	2/4
1.0	1.0	1.0	0.8231799477121992
