b	d̺z̺	d	ɡ	4/4	1.0
v		ð	ɣ	3/4	0.5977734958030219
p	t̺s̺	t	k	4/4	1.0
f	s̺			2/4	0.6961948939904783
4/4	3/4	3/4	3/4
1.0	0.8947331283999114	0.9202310870766032	0.8754418110200178
