		z	ʒ	ɣ	3/5	0.6964244004536799
f	ɬ	s	ʃ	χ	5/5	1.0
1/2	1/2	2/2	2/2	2/2
0.6625450972908989	0.9048884957099266	1.0	1.0	1.0
