-	-	-	-	ˀt̪ɬ	-	-	-	-	-	1/1	1.0
ˀp	ˀt̪	-	ˀt̪s	-			-	ˀkʷ	ˀq	5/7	0.9979532183745169
b	d̪			-	ɡʲ	ɡ	ɡʷ	-	ɢ	6/8	0.8584758833325792
		ɬ	s	-	ç		xʷ	-	χ	5/8	0.6726105928860008
			t̪s	-						1/9	0.19122572965402637
				-	kʲʼ	kʼ		-		2/8	0.27568027256954686
2/5	2/5	1/4	3/5	1/1	3/5	2/5	2/4	1/2	3/5
0.2929884492913972	0.22761862373899727	0.5953324165875787	0.7839415348304208	1.0	0.5609107897675065	0.33883757316210256	0.3596790774232606	0.46341463414634143	0.3741332867717206
