bʷ	b	d	dz	d̠ʒ	dʷ	dzʷ	d̠ʒʷ	bʲ	ɡb	ɡ	ɡʲ	ɡʷ	13/13	1.0
fʷ	f		s	ʃ		sʷ	ʃʷ		-				6/12	0.6736267634492854
pʷ	p	t	ts	t̠ʃ	tʷ	tsʷ	t̠ʃʷ	pʲ	kp	k	kʲ	kʷ	13/13	1.0
3/3	3/3	2/3	3/3	3/3	2/3	3/3	3/3	2/3	2/2	2/3	2/3	2/3
1.0	1.0	0.9259297106463319	1.0	1.0	0.9258741779654911	1.0	1.0	0.8034706796056271	1.0	0.8686670143906876	0.8796914856451741	0.7788645463814579
