b	d				2/5	0.5740399232820956
		s			1/5	0.35563804296870266
p	t	ts	t̠ʃ	k	5/5	1.0
pʰ	tʰ			kʰ	3/5	0.7978950616035608
3/4	3/4	2/4	1/4	2/4
0.8411466124560619	0.9250688666402864	0.8449184556062536	0.4444726551082329	0.6274048971311872
