-	p	t			ts		-		k	4/8	0.9512628175204679
	b	d		-	dz		-		ɡ	4/8	0.9755031204628682
-	ɓ	ɗ	-	-	-	-	-	-		2/3	0.8107532824294101
fʷ	f		ɬ	-	s	sʷ	-	χʷ	χ	7/8	0.9810136209993683
-	mb	nd			ndz	-	ŋɡʷ	-	ŋɡ	5/7	0.9376864977591509
vʷ	v		ɮ	nz	z	zʷ		ʁʷ	ʁ	8/10	0.952864308430709
2/3	6/6	4/6	2/5	1/3	5/5	2/4	1/2	2/4	5/6
0.9974300703931522	1.0	0.9706091235629497	0.6116655364872736	0.13746046576838197	1.0	0.5560225781466631	0.9950812864194253	0.25282258320319023	0.990534399893716
