b	d		d̠ʒ	ɡ		4/6	0.9383765475072758
	ɗ	-	-		-	1/3	0.39723957971642204
		z	ʒ	ɣ	ʁ	4/6	0.6494473393573628
p	t	ts	t̠ʃ	k		5/6	0.9593548385891663
f		s	ʃ	x	χ	5/6	0.897657029956836
pʼ	tʼ		t̠ʃʼ	kʼ		4/6	0.7865144236285709
4/6	4/6	3/5	5/5	5/6	2/5
0.8982775056119567	0.9030215326790922	0.8581746840202061	1.0	0.9886419203091591	0.3695373401447907
