	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;loweredLarynxImplosive:-	b	d		2/3	0.6489257575722087
periodicGlottalSource:+;loweredLarynxImplosive:+		ɗ		1/3	0.4185821334697808
periodicGlottalSource:-;loweredLarynxImplosive:-			k	1/3	0.3795403693073952
	1/3	2/3	1/3
	0.3207867224915646	0.3016578881878585	0.7130336680775773
