b	d̪|d	d̪z̪|dz	d̠ʒ	bʲ	d̪ʲ|dʲ	d̪z̪ʲ|dzʲ	ɡ	ɡʲ	9/9	1.0
f		s̪|s	ʃ	fʲ		s̪ʲ|sʲ			5/9	0.747840719553178
p	t̪|t	t̪s̪|ts	t̠ʃ	pʲ	t̪ʲ|tʲ	t̪s̪ʲ|tsʲ	k	kʲ	9/9	1.0
3/3	2/3	3/3	3/3	3/3	2/3	3/3	2/3	2/3
1.0	0.9505589966492557	1.0	1.0	1.0	0.9330898233071512	1.0	0.8686670143906876	0.9294869675612162
