d̪z̪|dz	d̠ʒ	d̪z̪ʲ|dzʲ	3/3	1.0
t̪s̪|ts	t̠ʃ	t̪s̪ʲ|tsʲ	3/3	1.0
2/2	2/2	2/2
1.0	1.0	1.0
