	z		ɣ	ɣʷ	3/5	0.8365243324426669
f	s	ħ	χ	χʷ	5/5	1.0
1/2	2/2	1/2	2/2	2/2
0.7619820000412727	1.0	0.7233606974850547	1.0	1.0
