b	d̪	d			ɟ	ɡʷ			ɡ	6/10	0.8661583840051116
			z			ɣʷ			ɣ	3/10	0.42133224234315086
	t̪	t	ts	t̠ʃ	c	kʷ	q	qʷ	k	9/10	0.7958341122586006
f			s				χ	χʷ	ħ	5/10	0.6979527753752927
2/4	2/4	2/4	3/4	1/4	2/4	3/4	2/4	2/4	4/4
0.4208110254719289	0.8334997426550025	0.9411159829790621	0.9301259778282538	0.4897224244228647	0.8371047217913103	0.8341554915708784	0.8178469772678523	0.8515278545887862	1.0
