p	t	k	t̠ʃ	4/4	1.0
	d	ɡ	d̠ʒ	3/4	0.7390373947165846
β				1/4	0.24308275879948177
mb	nd	ŋɡ	ɲɟ	4/4	1.0
f			s	2/4	0.7676577650477979
4/5	3/5	3/5	4/5
0.7450234638467317	0.9024938219897998	0.8190709845644409	0.9087868421266917
