fʼ	ɬʼ		ʆʼ		-							3/11	0.388538828731051
v		z	ʓ	ʒ	zʷ	ʑ	ɣ		ʁ		ʁʷ	9/12	0.9609697979722749
f	ɬ	s	ʆ	ʃ		ɕ	x	xʷ	χ	ħ	χʷ	11/12	0.9966398143563537
3/3	2/3	2/3	3/3	2/3	1/2	2/3	2/3	1/3	2/3	1/3	2/3
1.0	0.9048884957099267	0.9830332646025358	1.0	0.9878595419041677	0.502100061743575	0.9123626960196143	0.9951786367206401	0.9281399812219296	0.9974975941909604	0.7203143546802331	0.9830012871905361
