b	d	dz		ɡ	4/5	0.9257969395611091
		z	ʒ	ɣ	3/5	0.6504298506667114
	t	ts		k	3/5	0.6932882023541533
f		s	ʃ		3/5	0.6996525911823187
2/4	2/4	4/4	2/4	3/4
0.4221826116144503	0.9036894656578184	1.0	0.35381635233116654	0.8754418110200178
