b̰	d̰	d̠̰		3/4	0.5768246307894188
p	t	t̠	k	4/4	1.0
		ʃ		1/4	0.48886947977485784
2/3	2/3	3/3	1/3
0.7654771576258673	0.8590186339344321	1.0	0.7895056248064544
