-	sʰ			1/3	0.9169373034784328
	z		ɣ	2/4	0.7340424861837735
θ	s	ʃ	x	4/4	1.0
1/2	3/3	1/3	2/3
0.7308193874390416	1.0	0.7843246308145608	0.9988263752782579
