b	d	d̠ʒ	ɡ	4/4	1.0
β		z		2/4	0.679217665409823
p	t		k	3/4	0.821581472393861
		s		1/4	0.517245883185746
3/4	2/4	3/4	2/4
0.8519561414413995	0.9036894656578184	0.6037415953912731	0.8231799477121992
