p	t		ts	k	4/5	0.9938439207163363
		ɬ	s	x	3/5	0.798899240351933
pʼ	tʼ			kʼ	3/5	0.6914390451436726
2/3	2/3	1/3	2/3	3/3
0.8406094683478552	0.9854350127717142	0.5696510161417496	0.8985691550275673	1.0
