	labiodental:0;lateral:-,+;strident:-;high:0;low:0;front:0;back:0;round:0	labiodental:0;lateral:-;strident:+;high:0;low:0;front:0;back:0;round:0	count	markedness_count
constrictedGlottis:+;raisedLarynxEjective:+ | constrictedGlottis:-,+;raisedLarynxEjective:-,+	tɬʼ	tsʼ	2/2	1.0
	1/1	1/1
	1.0	1.0
