b	d			ɡ		3/6	0.8660743674628318
f		s	ʃ			3/6	0.7014535835063377
p	t	ts	t̠ʃ	k	q	6/6	1.0
3/3	2/3	2/3	2/3	2/3	1/3
1.0	0.9259297106463319	0.9185856923172359	0.8300249876283463	0.8983134059241807	0.6265949115547015
