b	d	dz	ɡb	ɡ	ɟ	6/6	1.0
v			-		ʒ	2/5	0.49739807944959996
p	t	ts	kp	k	c	6/6	1.0
f		s	-	x	ʃ	4/5	0.9114985051773421
4/4	2/4	3/4	2/2	3/4	4/4
1.0	0.9036894656578184	0.8739150334340746	1.0	0.9458984764575173	1.0
