p	t		2/3	0.620214729897276
b	d	ɡ	3/3	1.0
mb	nd	ŋɡ	3/3	1.0
	s		1/3	0.7522602733581376
3/4	4/4	2/4
0.8403695766752823	1.0	0.25136952658311856
