p	t	k	3/3	1.0
mb	nd	ŋɡ	3/3	1.0
		ɣ	1/3	0.17063390139064
	s		1/3	0.7557339359565435
2/4	3/4	3/4
0.7741671281341571	0.8850501503904042	0.8706594117410277
