	labiodental:0;anterior:-;distributed:-;dorsal:-;round:0	labiodental:0;anterior:+;distributed:+;dorsal:+;round:0	count	markedness_count
periodicGlottalSource:+;spreadGlottis:-;constrictedGlottis:-;raisedLarynxEjective:-;loweredLarynxImplosive:-;sonorant:-;nasal:-;fortis:-	ʐ	ʑ	2/2	1.0
	1/1	1/1
	1.0	1.0
