	z	ʐ	ʑ	ɣ	4/5	0.7280334732346653
f	s	ʂ	ɕ		4/5	0.8206900381990077
1/2	2/2	2/2	2/2	1/2
0.6625210710769323	1.0	1.0	1.0	0.2974190608674369
