b	d	d̠ʒ	ɖ	ɡb	ɡ		6/7	0.9839390857351008
v	z	ʒ		-	ɣ	ʁ	5/6	0.9912495974933603
p	t	t̠ʃ		kp	k		5/7	0.9101839423735614
f	s	ʃ		-		χ	4/6	0.8623443279182169
4/4	4/4	4/4	1/4	2/2	3/4	2/4
1.0	1.0	1.0	0.1761936837670244	1.0	0.9004500495668936	0.3657761499613662
