		t	tʷ		tʲ	k	kʲ	kʷ	6/9	0.7527610983410804
b	bʷ	d	dʷ	bʲ	dʲ	ɡ	ɡʲ	ɡʷ	9/9	1.0
mb		nd				ŋɡ			3/9	0.8903265139326829
		nt			-	ŋk			2/8	0.6643263520612684
2/4	1/4	4/4	2/4	1/4	2/3	4/4	2/4	2/4
0.3520922265657353	0.4346365716201538	1.0	0.9739239362014606	0.2329023874551301	0.9339250272373447	1.0	0.9601350009418941	0.9849941616391201
