b	d	dz	d̠ʒ	ɡb	ɟ	ɡ	7/7	1.0
v				-			1/6	0.2743483473711786
p	t	ts	t̠ʃ	kp	c	k	7/7	1.0
f		s	ʃ	-			3/6	0.7020918852295058
4/4	2/4	3/4	3/4	2/2	2/4	2/4
1.0	0.9036894656578184	0.8739150334340746	0.9236936179361749	1.0	0.8371047217913103	0.8208175339725856
