b	d		2/3	0.64990780421194
ɓ	ɗ		2/3	0.8105931977093616
p	t	k	3/3	1.0
pʰ	tʰ	kʰ	3/3	1.0
4/4	4/4	2/4
1.0	1.0	0.7194322588371462
