p	t		ts	k	q	5/6	0.9938438301834677
f		ɬ	s	x	χ	5/6	0.9814644446637247
pʼ	tʼ		tsʼ	kʼ	qʼ	5/6	0.9653930388302508
3/3	2/3	1/3	3/3	3/3	3/3
1.0	0.9854350127717142	0.5696510161417496	1.0	1.0	1.0
