	z	ʝ		ʁ	ʕ	4/6	0.7803433149216293
ɬ	s	ç	x	χ	ħ	6/6	1.0
1/2	2/2	2/2	1/2	2/2	2/2
0.9048884957099266	1.0	1.0	0.6994419393290061	1.0	1.0
