	labial:-;labiodental:0;coronal:+;lateral:-;strident:+;anterior:0;distributed:+;dorsal:-;high:0;low:0;front:0;back:0;epilaryngealSource:-;round:0;retractedTongueRoot:-	count	markedness_count
periodicGlottalSource:-;spreadGlottis:-;constrictedGlottis:-;raisedLarynxEjective:-;loweredLarynxImplosive:-;sonorant:-;nasal:-;fortis:-	t̪ʃ|t̠ʃ	1/1	1.0
	1/1
	1.0
