b		d	ɡ	3/4	0.8479139878301575
	s		x	2/4	0.7845649210355023
p	t̪ʃ|t̠ʃ	t	k	4/4	1.0
2/3	2/3	2/3	3/3
0.8421922259973105	0.8915598704065536	0.9241275487451472	1.0
