p	t	-	-	kp		k	4/5	0.9606332227853661
b	d	-	-	ɡb	ɟ	ɡ	5/5	1.0
mb	nd	-	nɡ				3/6	0.6218127689001249
ɓ	ɗ	-	-	-			2/4	0.8038629283657579
v	z	ʐ	-	-			3/5	0.7580641658283114
f	s	ʂ	-	-			3/5	0.80465778484197
6/6	6/6	2/2	1/1	2/3	1/6	2/6
1.0	1.0	1.0	1.0	0.949852369744157	0.31733439987996337	0.7944030712391178
