		t	tʷ		tʲ	c//cʲ	k	kʲ	cʷ	kʷ	8/11	0.7467070934014686
b	bʷ	d		bʲ		ɟ//ɟʲ	ɡ	ɡʲ	ɟʷ	ɡʷ	9/11	0.993759922183181
mb		nd	ndʷ			ɲɟ	ŋɡ		-	ŋɡʷ	6/10	0.9653995450554267
		nt	ntʷ		-	ɲc//ɲcʲ	ŋk		-		4/9	0.7322575989612427
2/4	1/4	4/4	3/4	1/4	1/3	4/4	4/4	2/4	2/2	3/4
0.3520922265657353	0.4346365716201538	1.0	0.8127501726058973	0.2329023874551301	0.6485150070815376	1.0	1.0	0.9920607449780058	1.0	0.9995714515402652
