		t	tʷ	-		tʲ	c//cʲ	k	cʷ	kʷ	kʲ	8/11	0.7467070934014686
bʷ	b	d		-	bʲ		ɟ//ɟʲ	ɡ	ɟʷ	ɡʷ	ɡʲ	9/11	0.993759922183181
	mb	nd	ndʷ	-			ɲɟ	ŋɡ	-	ŋɡʷ		6/10	0.9653995450554267
		nt	ntʷ	-		-	ɲc//ɲcʲ	ŋk	-			4/9	0.7322575989612427
fʷ	f	s	sʷ	-	fʲ	sʲ						6/11	0.5425924599922782
		z	ʒʷ	-				ɣ	-		ʒ	4/10	0.7293942343007196
-	ɱf	ns	-	nsʷ		-	-	-	-	-		3/5	0.9048751251883062
2/6	4/7	7/7	5/6	1/1	2/7	2/5	4/6	5/6	2/3	3/6	3/7
0.5800155733010431	0.4212028460129694	1.0	0.9056607597799017	1.0	0.3122574464439748	0.6948081815794853	0.9073001326421122	0.8735619400506948	0.5139601961349871	0.7474013952742036	0.25409915333050753
