p	t	t̠ʃ	k	4/4	1.0
b		d̠ʒ	ɡ	3/4	0.7054914530757174
f		s		2/4	0.7005662678007605
mb	nd			2/4	0.5565250816715109
4/4	2/4	3/4	2/4
1.0	0.6689007845676818	0.9906339979860185	0.8502980780919459
