b	d		ɡ		3/5	0.9047859294782037
p	t	c	k	q	5/5	1.0
	s		x		2/5	0.7219308289889798
2/3	3/3	1/3	3/3	1/3
0.8420202650296138	1.0	0.4677690739109221	1.0	0.6151546175514261
