	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:-;fortis:+	p͈	t͈	k͈	3/3	1.0
periodicGlottalSource:+;fortis:-	b	d	ɡ	3/3	1.0
periodicGlottalSource:+;fortis:+	b͈	d͈	-	2/2	1.0
periodicGlottalSource:-;fortis:-	p	t	k	3/3	1.0
	4/4	4/4	3/3
	1.0	1.0	1.0
