β		ð				2/6	0.19914270437792939
ɸ	f	θ	s̪|s	ʃ	x	6/6	1.0
2/2	1/2	2/2	1/2	1/2	1/2
1.0	0.7609966566285796	1.0	0.8010111641619156	0.7772167028238594	0.7044347480298516
