b	d	bʲ	dʲ	ɟ	ɡ	ɡʲ	7/7	1.0
p	t	pʲ	tʲ	c	k	kʲ	7/7	1.0
2/2	2/2	2/2	2/2	2/2	2/2	2/2
1.0	1.0	1.0	1.0	1.0	1.0	1.0
