b	d	dz	bʲ	dʲ	dzʲ	ɡ	ɡʲ	ɟ	dʑ	10/10	1.0
v		z	vʲ		zʲ			ʒ	ʑ	6/10	0.7439436597029911
p	t	ts	pʲ	tʲ	tsʲ	k	kʲ	c	tɕ	10/10	1.0
f		s	fʲ		sʲ	x	xʲ	ʃ	ɕ	8/10	0.9112834092088115
4/4	2/4	4/4	4/4	2/4	4/4	3/4	3/4	4/4	4/4
1.0	0.9036894656578184	1.0	1.0	0.9072658771682904	1.0	0.9458984764575173	0.9574949807368185	1.0	1.0
