v	z	ʒ	vʲ	zʲ	ʑ			6/8	0.7778556780623055
f	s	ʃ	fʲ	sʲ	ɕ	x	xʲ	8/8	1.0
2/2	2/2	2/2	2/2	2/2	2/2	1/2	1/2
1.0	1.0	1.0	1.0	1.0	1.0	0.6980646335439697	0.7613290727810489
