b	d̪	ɡ	3/3	1.0
b̤	d̪̤	ɡ̤	3/3	1.0
p	t̪	k	3/3	1.0
pʰ	t̪ʰ	kʰ	3/3	1.0
4/4	4/4	4/4
1.0	1.0	1.0
