p	t	t̠ʃ	tʷ		kp	kpʷ	k	kʷ	t̠ʃʲ	9/10	0.9984476233737122
b	d	d̠ʒ	d̠ʒʷ	bʲ	ɡb		ɡ		ɡʲ	8/10	0.9812032391890512
					-	-	ɣ			1/8	0.20316856587783258
mb	nd				ŋmɡb	-	ŋɡ			4/9	0.7966777707831608
	nt	n̠t̠ʃ				-	ŋk			3/9	0.7389420212648465
f		s	sʷ		-	-			sʲ	4/8	0.7054903312321473
4/6	4/6	4/6	3/6	1/6	3/4	1/2	5/6	1/6	3/6
0.9146515210184577	0.903687025317938	0.8872715708877418	0.8251439142788964	0.15224116394240164	0.9992145074978859	0.5223552024932423	0.8749190575150683	0.6161322793561479	0.9253264952126756
