b	d	ɡ	3/3	1.0
bv	dz	ɟʝ	3/3	1.0
v	z	ʝ	3/3	1.0
p	t	k	3/3	1.0
f	s	ç	3/3	1.0
pʰ	tʰ	kʰ	3/3	1.0
pf	ts	cç	3/3	1.0
7/7	7/7	7/7
1.0	1.0	1.0
