	p	t	ts	t̠ʃ	tʷ		tʲ	kp	kʲ	k	kʷ	10/12	0.9975235411183054
bʷ	b	d	dz	d̠ʒ		bʲ		ɡb	ɡʲ	ɡ	ɡʷ	10/12	0.994240370662121
	v		z	ʒ				-	ʝ	ɣ		5/11	0.8865295462495868
		nd	ndz									2/12	0.2915587913846383
fʷ	f		s			fʲ		-				4/11	0.5167706344182719
2/5	4/5	3/5	5/5	3/5	1/5	2/5	1/5	2/3	3/5	3/5	2/5
0.5806066730678756	0.9784504250855611	0.9024938219897998	1.0	0.7097325308596121	0.6338927250498905	0.3126689049347291	0.48352637185947606	0.9487051582846038	0.8587871990151068	0.8559348952549223	0.7252657555645323
