pʼ	tʼ		kʼ	kʷʼ	4/5	0.9989349171515871
b	d		ɡ		3/5	0.9737069277986716
p	t	tʲ	k	kʷ	5/5	1.0
3/3	3/3	1/3	3/3	2/3
1.0	1.0	0.626000949530262	1.0	0.8320928139497688
