b	d̪	ɖ	ɡ	4/4	1.0
b̤	d̪̤	ɖ̤	ɡ̤	4/4	1.0
p	t̪	ʈ	k	4/4	1.0
	t̪ʰ	ʈʰ	kʰ	3/4	0.6500947261085449
3/4	4/4	4/4	4/4
0.8935783852947938	1.0	1.0	1.0
