pʼ	tʼ	kʼ	3/3	1.0
ɓ			1/3	0.39267042972888067
		k͉	1/3	0.25866050938916446
p	t	k	3/3	1.0
pʰ	tʰ	kʰ	3/3	1.0
4/5	3/5	4/5
0.966080068065543	0.9199289275413336	0.9835304458502926
